lat, lon, stpnm, stpid, grp
40.44159299999952, -79.99826000000067, SIXTH AVE + SMITHFIELD, 4833, 3
40.44023200000057, -79.99860899999877, SMITHFIELD ST AT FIFTH AVE, 22728, 3
40.439558000000304, -79.99905500000085, SMITHFIELD ST + FORBES AVE, 4838, 3
40.43830200000052, -79.9998980000012, SMITHFIELD ST + THIRD AVE, 4839, 3
40.436890999999584, -80.00084199999931, SMITHFIELD ST + FT PITT BLVD, 4840, 3
40.43295999999952, -80.00349399999855, SMITHFIELD ST BRIDGE + STATION SQUARE, 6096, 3
40.42109000000042, -80.00709699999906, SOUTH BUSWAY + SOUTH HILLS JCT, 19685, 3
40.41609999999956, -80.0118210000003, SOUTH BUSWAY + PALM GARDEN, 6098, 3
40.41184099999876, -80.00854699999935, SOUTH BUSWAY + PIONEER AVE RAMP FS, 20224, 3
40.40287499999868, -80.00230399999846, SOUTH BUSWAY + EDGEBROOK SHELTER, 6849, 3
40.39554599999904, -79.99971700000123, SOUTH BUSWAY + WHITED ST SHELTER, 6850, 3
40.392554999999156, -79.9984330000013, SOUTH BUSWAY + SOUTH BANK, 6851, 3
40.39035999999905, -79.99822200000047, SOUTH BUSWAY + CENTRAL SHELTER, 6852, 3
40.38767399999919, -79.99720400000166, SOUTH BUSWAY + INGLEWOOD SHELTER, 6853, 3
40.385267999999606, -79.99590200000087, SOUTH BUSWAY + OVERBROOK SHELTER, 6854, 3
40.38285200000109, -79.99678100000085, SOUTH BUSWAY + GLENBURY AVE RAMP, 6855, 3
40.37566400000039, -79.98368800000169, HWY RT 51 + GREENLEE RD, 9650, 3
40.370795999999, -79.98234799999966, HWY RT 51 + DELCO, 9652, 3
40.363980000001, -79.98432399999925, HWY RT 51 + BROWNSVILLE, 18431, 3
40.35670200000048, -79.98048700000052, HWY RT 51 + GLEN ELM, 9588, 3
40.344044000000764, -79.97174000000143, HWY RT 51 + GRACE, 20645, 3
40.34210199999927, -79.96675099999838, HWY RT 51 + CLOVERLEAF TOWERS, 9596, 3
40.34049399999914, -79.96438900000035, HWY RT 51 + OLD CLAIRTON FS, 9791, 3
40.33628800000099, -79.94588000000121, CENTURY III MALL PARK AND RIDE LOT AT SHELTER, 17596, 3
40.328064999999086, -79.94489799999947, HWY RT 51 + E BRUCETON FS, 20237, 3
40.32118400000089, -79.94231799999878, HWY RT 51 + LEWIS RUN, 11254, 3
40.29314300000085, -79.91091200000052, LARGE PARK-AND-RIDE OUTBOUND PLATFORM, 22430, 3
40.29487500000106, -79.91038299999967, LARGE PARK AND RIDE, 98862, 3
