lat, lon, stpnm, stpid, grp
40.44082300000069, -79.87158899999949, PENN AVE + PRINCETON, 7950, 4
40.439571000001195, -79.87468699999884, PENN AVE + ANGELA, 7951, 4
40.441289999999945, -79.87739099999953, PENN AVE + SWISSVALE (DISCH ONLY), 7952, 4
40.44237500000113, -79.87779899999897, WALLACE AVE + SWISSVALE FS, 20120, 4
40.44270100000078, -79.87879699999903, WALLACE AVE + COAL, 7621, 4
40.443156999998635, -79.88018100000117, WALLACE AVE + MILL, 7622, 4
40.44355099999985, -79.88134600000058, WALLACE AVE + CENTER, 7623, 4
40.444484999998565, -79.88416199999907, WALLACE AVE + WOOD, 7624, 4
40.44486799999945, -79.88531500000124, WALLACE AVE + HAY, 16628, 4
40.44531999999936, -79.88669400000012, WALLACE AVE + PITT, 16627, 4
40.446630000001186, -79.88847500000091, EAST BUSWAY + WILKINSBURG STATION D, 16118, 4
40.452929000000346, -79.89889700000168, EAST BUSWAY + HOMEWOOD STATION D , 16119, 4
40.45953900000039, -79.92276699999994, EAST BUSWAY + EAST LIBERTY STATION D , 16120, 4
40.45670499999919, -79.93262200000012, EAST BUSWAY + NEGLEY STATION D , 16121, 4
40.45936200000013, -79.96661300000164, EAST BUSWAY + HERRON STATION D, 16122, 4
40.44402199999966, -79.99205200000047, EAST BUSWAY + PENN STATION C, 1407, 4
40.46669500000116, -79.70597299999835, FIESTA DR + HOLIDAY PARK VFD, 13637, 5
40.47151799999928, -79.70760599999832, FIESTA DR + SUN VALLEY, 13638, 5
40.47317400000065, -79.70819799999828, FIESTA DR + #251, 13639, 5
40.47472800000096, -79.70910699999915, FIESTA DR + RIVIERA, 13640, 5
40.47528699999943, -79.707584, HOLIDAY PARK RD + HWY RT 286, 13565, 5
40.468421000000795, -79.70598399999936, HWY RT 286 + DUANE, 13567, 5
40.46652199999983, -79.70553599999826, HWY RT 286 AT HOLIDAY PARK VFD PARK AND RIDE, 13568, 5
40.46373099999855, -79.70553800000137, HWY RT 286 + PRESQUE ISLE, 13569, 5
40.458055000000506, -79.70836200000008, HWY RT 286 + KANE (YMCA), 13570, 5
40.45509000000096, -79.71080199999894, HWY RT 286 + PINE VALLEY, 13571, 5
40.4509720000001, -79.71358000000107, HWY RT 286 AT NEW TEXAS RD - PLUM PARK AND RIDE, 13572, 5
40.44241299999955, -79.71340199999905, HWY RT 286 + WESTINGHOUSE #1, 13574, 5
40.43557699999851, -79.71398900000044, HWY RT 286 + PROFESSIONAL CENTER, 13576, 5
40.43153899999972, -79.71711800000016, HWY RT 286 + DAY CHEVROLET, 13577, 5
40.42910399999878, -79.71968200000077, HWY RT 286 + ALPINE, 18624, 5
40.431965999999285, -79.73032799999984, WM PENN HWY + JADENS II, 15601, 5
40.4340369999989, -79.73231000000122, WM PENN HWY + ELLIOTT, 20017, 5
40.440215999999246, -79.74205100000164, OLD WILLIAM PENN HWY + BEATTY RD, 20111, 5
40.44075999999907, -79.74500499999948, OLD WM PENN HWY + GLENWOOD DR, 13500, 5
40.441144000000754, -79.74762800000072, OLD WM PENN HWY + ROTH DR, 13501, 5
40.441806000000454, -79.74980699999979, OLD WM PENN HWY + BAYHILL DR, 13502, 5
40.441522000000575, -79.7514420000005, OLD WM PENN HWY + SCOTT DR, 13503, 5
