lat, lon, stpnm, stpid, grp
40.44264999999881, -80.00441299999818, STANWIX ST + PENN AVE (GATEWAY #2), 1502, 1
40.44180200000057, -80.00208199999925, LIBERTY AVE + MARKET ST, 45, 1
40.442834999999, -79.99810499999836, LIBERTY AVE + 9TH ST, 15283, 1
40.44256299999947, -79.99613899999963, SEVENTH AVE + WILLIAM PENN PL, 20698, 1
40.50675199999964, -80.03047199999979, ROSS PARK AND RIDE AT SHELTERS (MIDDLE UPPER LOT), 734, 1
40.5076140000012, -80.03011299999885, ROSS PARK AND RIDE ENTRANCE AT HOV RAMP , 15716, 1
40.508795000001136, -80.0294479999995, PERRY HWY AT ROSS PARK AND RIDE- LOWER LOT SHELTER, 568, 1
40.44264999999881, -80.00441299999818, STANWIX ST + PENN AVE (GATEWAY #2), 1502, 2
40.44180200000057, -80.00208199999925, LIBERTY AVE + MARKET ST, 45, 2
40.442834999999, -79.99810499999836, LIBERTY AVE + 9TH ST, 15283, 2
40.44256299999947, -79.99613899999963, SEVENTH AVE + WILLIAM PENN PL, 20698, 2
40.50439299999889, -80.02647099999999, PERRY HWY + HANWAY, 19728, 2
40.50675199999964, -80.03047199999979, ROSS PARK AND RIDE AT SHELTERS (MIDDLE UPPER LOT), 734, 2
40.5076140000012, -80.03011299999885, ROSS PARK AND RIDE ENTRANCE AT HOV RAMP , 15716, 2
40.508795000001136, -80.0294479999995, PERRY HWY AT ROSS PARK AND RIDE- LOWER LOT SHELTER, 568, 2
